="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)",="(21)",="(22)",="(23)",="(24)",="(25)",="(26)",="(27)",="(28)",="(29)",="(30)",="(31)",="(32)",="(33)",="(34)",="(35)",="(36)",="(37)",="(38)",="(39)",="(40)",="(41)",="(42)",="(43)",="(44)",="(45)",="(46)",="(47)",="(48)",="(49)",="(50)",="(51)",="(52)",="(53)",="(54)",="(55)",="(56)",="(57)",="(58)",="(59)"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,0.01]",="[-0.01,0.01]",="[-0.01,0.00]",="[-0.22,-0.00]",="[-0.00,0.02]",="[0.01,0.07]",="[-0.00,0.01]",="[-0.01,0.04]",="[-0.00,0.03]",="[-0.00,0.01]",="[-0.00,0.01]",="[-0.02,0.13]",="[-0.28,-0.04]",="[-0.08,0.24]",="[-0.22,-0.00]",="[-0.00,0.01]",="[-0.01,0.01]",="[-0.01,0.00]",="[-0.22,-0.00]",="[-0.00,0.02]",="[0.01,0.07]",="[-0.00,0.01]",="[-0.01,0.04]",="[-0.00,0.03]",="[-0.00,0.01]",="[-0.00,0.01]",="[-0.02,0.13]",="[-0.28,-0.04]",="[-0.08,0.24]",="[-0.22,-0.00]",="[-0.00,0.01]",="[-0.01,0.01]",="[-0.01,0.00]",="[-0.22,-0.00]",="[-0.00,0.02]",="[0.01,0.07]",="[-0.00,0.01]",="[-0.01,0.04]",="[-0.00,0.03]",="[-0.00,0.01]",="[-0.00,0.01]",="[-0.02,0.13]",="[-0.28,-0.04]",="[-0.08,0.24]",="[-0.22,-0.00]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.356)",="(0.918)",="(0.311)",="(0.045)",="(0.163)",="(0.008)",="(0.304)",="(0.311)",="(0.061)",="(0.353)",="(0.304)",="(0.191)",="(0.009)",="(0.319)",="(0.045)",="(0.351)",="(0.907)",="(0.303)",="(0.043)",="(0.152)",="(0.007)",="(0.296)",="(0.302)",="(0.059)",="(0.345)",="(0.296)",="(0.187)",="(0.008)",="(0.318)",="(0.043)",="(0.348)",="(0.899)",="(0.298)",="(0.041)",="(0.142)",="(0.007)",="(0.289)",="(0.296)",="(0.058)",="(0.339)",="(0.289)",="(0.184)",="(0.007)",="(0.315)",="(0.041)"
="mc_mat_married",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.02***",="0.01***",="0.01**",="-0.62***",="0.02***",="0.06***",="0.00*",="0.01",="-0.02***",="-0.01**",="0.00*",="-0.12***",="-0.51***",="0.76***",="-0.62***",="-0.02***",="0.01***",="0.01**",="-0.62***",="0.02***",="0.06***",="0.00",="0.01",="-0.02***",="-0.01**",="0.00*",="-0.12***",="-0.50***",="0.75***",="-0.62***",="-0.02***",="0.01***",="0.01**",="-0.61***",="0.02***",="0.06***",="0.00",="0.01",="-0.02***",="-0.01**",="0.00*",="-0.12***",="-0.49***",="0.75***",="-0.61***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.02,-0.01]",="[0.01,0.01]",="[0.00,0.02]",="[-0.69,-0.55]",="[0.02,0.03]",="[0.05,0.08]",="[0.00,0.01]",="[-0.00,0.03]",="[-0.03,-0.01]",="[-0.02,-0.00]",="[0.00,0.01]",="[-0.17,-0.06]",="[-0.59,-0.42]",="[0.65,0.87]",="[-0.69,-0.55]",="[-0.02,-0.01]",="[0.01,0.01]",="[0.00,0.02]",="[-0.69,-0.54]",="[0.02,0.03]",="[0.04,0.08]",="[-0.00,0.01]",="[-0.00,0.03]",="[-0.03,-0.01]",="[-0.02,-0.00]",="[0.00,0.01]",="[-0.17,-0.06]",="[-0.58,-0.41]",="[0.64,0.86]",="[-0.69,-0.54]",="[-0.02,-0.01]",="[0.01,0.01]",="[0.00,0.02]",="[-0.68,-0.54]",="[0.02,0.03]",="[0.04,0.08]",="[-0.00,0.01]",="[-0.00,0.03]",="[-0.03,-0.01]",="[-0.02,-0.00]",="[0.00,0.01]",="[-0.18,-0.06]",="[-0.58,-0.41]",="[0.64,0.86]",="[-0.68,-0.54]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="(0.005)",="(0.000)",="(0.000)",="(0.000)",="(0.047)",="(0.100)",="(0.000)",="(0.005)",="(0.034)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.005)",="(0.000)",="(0.000)",="(0.000)",="(0.053)",="(0.114)",="(0.000)",="(0.004)",="(0.038)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.004)",="(0.000)",="(0.000)",="(0.000)",="(0.059)",="(0.125)",="(0.000)",="(0.004)",="(0.043)",="(0.000)",="(0.000)",="(0.000)",="(0.000)"
="mc_pnv",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.00",="0.00",="-0.00",="-0.02***",="0.00",="0.00***",="-0.00",="-0.00",="0.00",="0.00",="-0.00",="0.00",="-0.03***",="0.02*",="-0.02***",="0.00",="0.00",="-0.00",="-0.02***",="0.00",="0.00***",="-0.00",="-0.00",="0.00",="0.00",="-0.00",="0.00",="-0.03***",="0.02*",="-0.02***",="0.00",="0.00",="-0.00",="-0.02***",="0.00",="0.00***",="-0.00",="-0.00",="0.00",="0.00",="-0.00",="0.00",="-0.03***",="0.02*",="-0.02***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.03,-0.01]",="[-0.00,0.00]",="[0.00,0.01]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.01]",="[-0.04,-0.02]",="[0.00,0.03]",="[-0.03,-0.01]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.03,-0.01]",="[-0.00,0.00]",="[0.00,0.01]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.01]",="[-0.04,-0.02]",="[0.00,0.03]",="[-0.03,-0.01]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.03,-0.01]",="[-0.00,0.00]",="[0.00,0.01]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.01]",="[-0.04,-0.02]",="[0.00,0.03]",="[-0.03,-0.01]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.107)",="(0.320)",="(0.055)",="(0.000)",="(0.073)",="(0.000)",="(0.307)",="(0.745)",="(0.067)",="(0.058)",="(0.317)",="(0.320)",="(0.000)",="(0.015)",="(0.000)",="(0.111)",="(0.334)",="(0.059)",="(0.000)",="(0.085)",="(0.000)",="(0.290)",="(0.714)",="(0.070)",="(0.063)",="(0.300)",="(0.335)",="(0.000)",="(0.016)",="(0.000)",="(0.113)",="(0.343)",="(0.061)",="(0.000)",="(0.095)",="(0.001)",="(0.277)",="(0.696)",="(0.073)",="(0.066)",="(0.288)",="(0.342)",="(0.000)",="(0.017)",="(0.000)"
="mc_chronic",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.01***",="-0.01***",="-0.00",="0.42***",="-0.01*",="-0.01",="-0.00",="0.01",="0.01",="0.00",="-0.00",="0.04",="0.38***",="-0.46***",="0.42***",="0.01***",="-0.01***",="-0.00",="0.42***",="-0.01",="-0.01",="-0.00",="0.01",="0.01",="0.00",="-0.00",="0.04",="0.38***",="-0.46***",="0.42***",="0.01***",="-0.01***",="-0.00",="0.42***",="-0.01",="-0.01",="-0.00",="0.01",="0.01",="0.00",="-0.00",="0.04",="0.38***",="-0.46***",="0.42***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[0.01,0.02]",="[-0.01,-0.01]",="[-0.01,0.00]",="[0.35,0.50]",="[-0.02,-0.00]",="[-0.03,0.01]",="[-0.00,0.00]",="[-0.01,0.02]",="[-0.00,0.01]",="[-0.00,0.01]",="[-0.00,0.00]",="[-0.01,0.10]",="[0.30,0.47]",="[-0.58,-0.35]",="[0.35,0.50]",="[0.01,0.02]",="[-0.01,-0.01]",="[-0.01,0.00]",="[0.35,0.50]",="[-0.02,0.00]",="[-0.03,0.01]",="[-0.00,0.00]",="[-0.01,0.02]",="[-0.00,0.01]",="[-0.00,0.01]",="[-0.00,0.00]",="[-0.01,0.10]",="[0.30,0.47]",="[-0.58,-0.35]",="[0.35,0.50]",="[0.01,0.02]",="[-0.01,-0.01]",="[-0.01,0.00]",="[0.35,0.50]",="[-0.02,0.00]",="[-0.03,0.01]",="[-0.00,0.00]",="[-0.01,0.02]",="[-0.00,0.01]",="[-0.00,0.01]",="[-0.00,0.00]",="[-0.01,0.10]",="[0.30,0.47]",="[-0.58,-0.35]",="[0.35,0.50]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="(0.450)",="(0.000)",="(0.047)",="(0.199)",="(0.851)",="(0.515)",="(0.292)",="(0.368)",="(0.975)",="(0.145)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.440)",="(0.000)",="(0.050)",="(0.211)",="(0.864)",="(0.503)",="(0.286)",="(0.359)",="(0.988)",="(0.142)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.435)",="(0.000)",="(0.053)",="(0.221)",="(0.874)",="(0.497)",="(0.283)",="(0.354)",="(0.997)",="(0.140)",="(0.000)",="(0.000)",="(0.000)"
="mc_matage",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.00***",="0.00***",="-0.00*",="-0.10***",="0.00*",="0.00**",="0.00***",="0.00***",="0.00",="0.00*",="0.00***",="0.01**",="-0.11***",="0.10***",="-0.10***",="-0.00***",="0.00***",="-0.00*",="-0.10***",="0.00*",="0.00**",="0.00***",="0.00***",="0.00",="0.00*",="0.00***",="0.01**",="-0.11***",="0.10***",="-0.10***",="-0.00***",="0.00***",="-0.00*",="-0.10***",="0.00*",="0.00**",="0.00***",="0.00***",="0.00",="0.00*",="0.00***",="0.01**",="-0.11***",="0.10***",="-0.10***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,-0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[-0.11,-0.09]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[-0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.01]",="[-0.12,-0.10]",="[0.09,0.11]",="[-0.11,-0.09]",="[-0.00,-0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[-0.11,-0.09]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[-0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.01]",="[-0.12,-0.10]",="[0.09,0.10]",="[-0.11,-0.09]",="[-0.00,-0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[-0.11,-0.09]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[-0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.01]",="[-0.12,-0.10]",="[0.09,0.10]",="[-0.11,-0.09]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.000)",="(0.039)",="(0.000)",="(0.032)",="(0.003)",="(0.000)",="(0.000)",="(0.066)",="(0.033)",="(0.000)",="(0.001)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.039)",="(0.000)",="(0.032)",="(0.002)",="(0.000)",="(0.000)",="(0.064)",="(0.033)",="(0.000)",="(0.001)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.039)",="(0.000)",="(0.034)",="(0.003)",="(0.000)",="(0.000)",="(0.066)",="(0.034)",="(0.000)",="(0.002)",="(0.000)",="(0.000)",="(0.000)"
="mc_csec",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.00",="-0.00",="0.00",="-0.07",="0.01*",="0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.03",="-0.05",="0.10",="-0.07",="-0.00",="-0.00",="0.00",="-0.08",="0.01*",="0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.03",="-0.05",="0.10",="-0.08",="-0.00",="-0.00",="0.00",="-0.08",="0.01*",="0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.03",="-0.05",="0.10",="-0.08"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.01,0.00]",="[-0.00,0.00]",="[-0.01,0.01]",="[-0.15,0.01]",="[0.00,0.02]",="[-0.02,0.02]",="[-0.01,0.00]",="[-0.02,0.02]",="[-0.01,0.01]",="[-0.01,0.01]",="[-0.00,0.00]",="[-0.08,0.03]",="[-0.14,0.04]",="[-0.02,0.22]",="[-0.15,0.01]",="[-0.01,0.00]",="[-0.00,0.00]",="[-0.01,0.01]",="[-0.16,0.00]",="[0.00,0.02]",="[-0.02,0.02]",="[-0.01,0.00]",="[-0.02,0.02]",="[-0.01,0.01]",="[-0.01,0.01]",="[-0.00,0.00]",="[-0.08,0.03]",="[-0.14,0.04]",="[-0.02,0.22]",="[-0.16,0.00]",="[-0.01,0.00]",="[-0.00,0.00]",="[-0.01,0.01]",="[-0.16,0.01]",="[0.00,0.02]",="[-0.02,0.02]",="[-0.01,0.00]",="[-0.02,0.02]",="[-0.01,0.01]",="[-0.01,0.01]",="[-0.00,0.00]",="[-0.08,0.03]",="[-0.14,0.04]",="[-0.02,0.22]",="[-0.16,0.01]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.757)",="(0.989)",="(0.744)",="(0.071)",="(0.039)",="(0.966)",="(0.686)",="(0.912)",="(0.639)",="(0.727)",="(0.633)",="(0.390)",="(0.288)",="(0.110)",="(0.071)",="(0.755)",="(0.985)",="(0.739)",="(0.066)",="(0.040)",="(0.970)",="(0.683)",="(0.910)",="(0.634)",="(0.722)",="(0.630)",="(0.390)",="(0.276)",="(0.105)",="(0.066)",="(0.754)",="(0.984)",="(0.738)",="(0.067)",="(0.040)",="(0.974)",="(0.681)",="(0.908)",="(0.632)",="(0.720)",="(0.628)",="(0.389)",="(0.278)",="(0.105)",="(0.067)"
="mc_preterm",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.01",="-0.00",="-0.00",="0.13*",="-0.01",="-0.03",="-0.00",="-0.02",="-0.00",="0.00",="-0.00",="-0.01",="0.14*",="-0.17",="0.13*",="0.01",="-0.00",="-0.00",="0.13*",="-0.01",="-0.03",="-0.00",="-0.02",="-0.00",="0.00",="-0.00",="-0.01",="0.14",="-0.17",="0.13*",="0.01",="-0.00",="-0.00",="0.12",="-0.01",="-0.02",="-0.00",="-0.02",="-0.00",="0.00",="-0.00",="-0.01",="0.13",="-0.17",="0.12"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,0.02]",="[-0.01,0.00]",="[-0.01,0.01]",="[0.00,0.25]",="[-0.02,0.00]",="[-0.06,0.00]",="[-0.01,0.00]",="[-0.05,0.01]",="[-0.02,0.01]",="[-0.01,0.01]",="[-0.01,0.00]",="[-0.10,0.08]",="[0.00,0.28]",="[-0.36,0.03]",="[0.00,0.25]",="[-0.00,0.02]",="[-0.01,0.00]",="[-0.01,0.01]",="[0.00,0.25]",="[-0.02,0.00]",="[-0.06,0.01]",="[-0.01,0.00]",="[-0.05,0.01]",="[-0.02,0.01]",="[-0.01,0.01]",="[-0.01,0.00]",="[-0.10,0.08]",="[-0.00,0.28]",="[-0.36,0.03]",="[0.00,0.25]",="[-0.00,0.02]",="[-0.01,0.00]",="[-0.01,0.01]",="[-0.00,0.25]",="[-0.02,0.00]",="[-0.05,0.01]",="[-0.01,0.00]",="[-0.05,0.01]",="[-0.02,0.01]",="[-0.01,0.01]",="[-0.01,0.00]",="[-0.10,0.08]",="[-0.01,0.27]",="[-0.36,0.03]",="[-0.00,0.25]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.207)",="(0.214)",="(0.671)",="(0.045)",="(0.161)",="(0.094)",="(0.198)",="(0.253)",="(0.590)",="(0.695)",="(0.212)",="(0.779)",="(0.049)",="(0.091)",="(0.045)",="(0.200)",="(0.225)",="(0.646)",="(0.048)",="(0.183)",="(0.109)",="(0.211)",="(0.269)",="(0.610)",="(0.671)",="(0.225)",="(0.799)",="(0.053)",="(0.090)",="(0.048)",="(0.197)",="(0.233)",="(0.630)",="(0.053)",="(0.206)",="(0.126)",="(0.223)",="(0.281)",="(0.624)",="(0.654)",="(0.237)",="(0.812)",="(0.059)",="(0.093)",="(0.053)"
="quad",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.00",="0.00**",="-0.00**",="0.00***",="0.00***",="0.00***",="0.00**",="0.00*",="0.00**",="0.00**",="0.00**",="0.00",="0.00***",="-0.00***",="0.00***",="0.00",="0.00",="-0.00",="-0.00",="0.00",="0.00",="0.00",="-0.00",="0.00",="0.00",="0.00",="-0.00",="0.00",="-0.00",="-0.00"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[0.00,0.00]",="[-0.00,0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.110)",="(0.003)",="(0.001)",="(0.000)",="(0.000)",="(0.000)",="(0.008)",="(0.017)",="(0.002)",="(0.002)",="(0.008)",="(0.268)",="(0.000)",="(0.000)",="(0.000)",="(0.679)",="(0.783)",="(0.477)",="(0.930)",="(0.216)",="(0.439)",="(0.691)",="(0.850)",="(0.300)",="(0.486)",="(0.800)",="(0.870)",="(0.984)",="(0.645)",="(0.930)"
="quad_inter",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.00*",="-0.00***",="0.00***",="-0.00***",="-0.00***",="-0.00***",="-0.00***",="-0.00***",="-0.00***",="-0.00***",="-0.00***",="-0.00",="-0.00***",="0.00***",="-0.00***",="-0.00",="-0.00",="0.00",="0.00",="-0.00*",="-0.00*",="-0.00",="-0.00",="-0.00",="-0.00",="-0.00",="-0.00",="0.00",="0.00",="0.00"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,-0.00]",="[-0.00,-0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,0.00]",="[-0.00,-0.00]",="[0.00,0.00]",="[-0.00,-0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,-0.00]",="[-0.00,-0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.039)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.062)",="(0.000)",="(0.000)",="(0.000)",="(0.535)",="(0.468)",="(0.259)",="(0.534)",="(0.021)",="(0.042)",="(0.317)",="(0.653)",="(0.178)",="(0.262)",="(0.396)",="(0.847)",="(0.517)",="(0.749)",="(0.534)"
="cub",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.00",="-0.00",="-0.00",="-0.00",="0.00",="0.00",="-0.00",="-0.00",="0.00",="0.00",="-0.00",="-0.00",="-0.00",="0.00",="-0.00"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.865)",="(0.820)",="(0.833)",="(0.082)",="(0.545)",="(0.902)",="(0.959)",="(0.515)",="(0.561)",="(0.836)",="(0.830)",="(0.703)",="(0.201)",="(0.314)",="(0.082)"
="cub_inter",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="-0.00",="0.00",="0.00",="0.00",="-0.00",="0.00",="0.00",="0.00",="-0.00",="-0.00",="0.00",="0.00",="0.00",="-0.00",="0.00"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]",="[-0.00,0.00]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.895)",="(0.750)",="(0.897)",="(0.105)",="(0.707)",="(0.880)",="(0.857)",="(0.435)",="(0.602)",="(0.902)",="(0.733)",="(0.653)",="(0.254)",="(0.332)",="(0.105)"
="_cons",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="0.07***",="-0.02**",="0.95***",="13.02***",="0.11***",="0.14***",="-0.00",="-0.02",="0.07***",="0.05***",="-0.00",="0.26**",="12.76***",="-1.65***",="13.02***",="0.07***",="-0.01*",="0.94***",="13.31***",="0.13***",="0.17***",="0.00",="-0.00",="0.08***",="0.06***",="0.00",="0.28***",="13.03***",="-2.05***",="13.31***",="0.07***",="-0.01*",="0.94***",="13.23***",="0.14***",="0.17***",="0.00",="-0.01",="0.08***",="0.06***",="0.00",="0.27**",="12.95***",="-1.98***",="13.23***"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="[0.05,0.08]",="[-0.03,-0.01]",="[0.93,0.97]",="[12.77,13.26]",="[0.09,0.14]",="[0.08,0.19]",="[-0.01,0.01]",="[-0.07,0.03]",="[0.04,0.09]",="[0.03,0.07]",="[-0.01,0.01]",="[0.10,0.41]",="[12.49,13.03]",="[-2.00,-1.30]",="[12.77,13.26]",="[0.06,0.09]",="[-0.03,-0.00]",="[0.92,0.96]",="[13.05,13.57]",="[0.11,0.16]",="[0.11,0.23]",="[-0.01,0.01]",="[-0.06,0.06]",="[0.05,0.11]",="[0.04,0.08]",="[-0.01,0.02]",="[0.12,0.45]",="[12.74,13.32]",="[-2.42,-1.68]",="[13.05,13.57]",="[0.06,0.09]",="[-0.03,-0.00]",="[0.92,0.96]",="[12.94,13.51]",="[0.11,0.16]",="[0.11,0.24]",="[-0.01,0.02]",="[-0.07,0.06]",="[0.05,0.12]",="[0.04,0.08]",="[-0.01,0.02]",="[0.08,0.46]",="[12.63,13.28]",="[-2.40,-1.57]",="[12.94,13.51]"
="",="",="",="",="",="",="",="",="",="",="",="",="",="",="",="(0.000)",="(0.001)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.714)",="(0.511)",="(0.000)",="(0.000)",="(0.935)",="(0.002)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.021)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.708)",="(0.999)",="(0.000)",="(0.000)",="(0.525)",="(0.001)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.034)",="(0.000)",="(0.000)",="(0.000)",="(0.000)",="(0.729)",="(0.868)",="(0.000)",="(0.000)",="(0.596)",="(0.005)",="(0.000)",="(0.000)",="(0.000)"
="N",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="129363",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059",="68059"
